"{{1}}","{{1}}"
"{{-1}}","{{-1}}"
"{{-1/2, -1/2*Sqrt[3]}, {-1/2*Sqrt[3], 1/2}}","{{1, 0}, {0, -1}}"
"{{0, 0, 1}, {0, -1, 0}, {1, 0, 0}}","{{1, 0, 0}, {0, 0, 1}, {0, -1, 0}}"
"{{0, 0, -1}, {0, 1, 0}, {-1, 0, 0}}","{{0, 1, 0}, {-1, 0, 0}, {0, 0, -1}}"
