"{{1}}","{{1}}"
"{{(-1/2 + (I/2)*Sqrt[3])^7}}","{{(-1/2 + (I/2)*Sqrt[3])^6}}"
"{{(-1/2 - (I/2)*Sqrt[3])^7}}","{{(-1/2 - (I/2)*Sqrt[3])^6}}"
"{{0, 1, 0}, {0, 0, 1}, {1, 0, 0}}","{{1, 0, 0}, {0, -1, 0}, {0, 0, -1}}"
