"{{1}}","{{1}}"
"{{-32768}}","{{65536}}"
"{{-32768}}","{{65536}}"
"{{0, -1, 0}, {0, 0, 1}, {-1, 0, 0}}","{{-1, 0, 0}, {0, -1, 0}, {0, 0, 1}}"
"{{-1}}","{{-1}}"
"{{-32768}}","{{65536}}"
"{{-32768}}","{{65536}}"
"{{0, 0, 1}, {-1, 0, 0}, {0, 1, 0}}","{{-1, 0, 0}, {0, 1, 0}, {0, 0, 1}}"
