"{{1}}","{{1}}"
"{{-1}}","{{-1}}"
"{{1/2, Sqrt[3]/2}, {Sqrt[3]/2, -1/2}}","{{1/2, -1/2*Sqrt[3]}, {-1/2*Sqrt[3], -1/2}}"
"{{1}}","{{-1}}"
"{{-1}}","{{1}}"
"{{1/2, Sqrt[3]/2}, {Sqrt[3]/2, -1/2}}","{{-1/2, Sqrt[3]/2}, {Sqrt[3]/2, 1/2}}"
