l n daughter parent cfp_float
3 6 5I2 4M1 3.046245111544584882601328E-01
3 6 5K1 6H1 4.472135954999579277036048E-01
3 6 5K1 4G2 1.860968420796941802386470E-01
3 6 5K1 4G3 1.325987088263591850978429E-01
3 6 5K1 4G4 2.162249910469341562802015E-01
3 6 5K1 4H1 9.128709291752767907013322E-02
3 6 5K1 4H2 -2.977325790784217107720622E-01
3 6 5K1 4H3 -1.461763365511715290212535E-02
3 6 5K1 4I2 -1.918242341221171043397220E-01
3 6 5K1 4I3 2.768744330187452584723928E-01
3 6 5K1 4K1 8.822631571069249056815664E-02
3 6 5K1 4K2 -4.707565417620042103052924E-01
3 6 5K1 4L1 -3.845695943438234287725663E-01
3 6 5K1 4M1 3.362963545672746357162453E-01
3 6 5L1 6H1 4.472135954999579277036048E-01
3 6 5L1 4H1 9.128709291752767907013322E-02
3 6 5L1 4H2 1.353329904901917069004469E-01
3 6 5L1 4H3 2.192645048267573004707742E-01
3 6 5L1 4I2 2.672612419124243965384835E-01
3 6 5L1 4I3 2.314550249431378547981808E-01
3 6 5L1 4K1 3.612402323862964892420280E-01
3 6 5L1 4K2 1.752272511001611854375426E-01
3 6 5L1 4L1 -3.362963545672746357162453E-01
3 6 5L1 4M1 -5.709469258668994351424431E-01
3 6 3P1 4D1 -4.364357804719847799823640E-01
3 6 3P1 4F1 -2.108185106778919515324588E-01
3 6 3P1 4G1 4.577377082170634436941725E-01
3 6 3P1 2D1 -1.166423687039608581006433E-01
3 6 3P1 2D2 -2.233531314201633033444949E-01
3 6 3P1 2F1 4.714045207910316781507731E-01
3 6 3P1 2F2 3.496029493900505435988180E-01
3 6 3P1 2G1 1.223355483682393302080627E-01
3 6 3P1 2G2 3.642156795423417969814750E-01
3 6 3P2 4D1 8.908708063747479422023190E-02
3 6 3P2 4D2 -1.683587574253684604475012E-01
3 6 3P2 4D3 1.519725567867203364080808E-01
3 6 3P2 4F1 -3.872983346207417021389574E-01
3 6 3P2 4F2 2.777777777777777901135892E-01
3 6 3P2 4F3 -2.378746773826875826607363E-01
3 6 3P2 4G1 -9.343531843023135385895017E-02
3 6 3P2 4G2 1.765761544546586292447898E-01
3 6 3P2 4G3 -2.478173808888253226712095E-01
3 6 3P2 2D1 3.809523809523809312338471E-01
3 6 3P2 2D2 -6.838765055402415415919393E-02
3 6 3P2 2D3 -2.380952380952380820211545E-01
3 6 3P2 2D4 -1.260089873231325929836544E-01
3 6 3P2 2F2 1.070436048222094121973313E-01
3 6 3P2 2F3 -7.856742013183860839919959E-02
3 6 3P2 2F4 1.972352630013036456357867E-01
3 6 3P2 2G1 -3.995462278743434625383202E-01
3 6 3P2 2G2 1.115178213999713924264867E-01
3 6 3P2 2G3 2.497163924214646502086623E-01
3 6 3P2 2G4 2.054793172342061491342236E-01
3 6 3P3 4D1 -2.954684201426394651868179E-01
3 6 3P3 4D2 1.116765657100816516722475E-01
3 6 3P3 4D3 1.557929297813275826278812E-01
3 6 3P3 4F3 -7.172191381865586357058362E-02
3 6 3P3 4F4 -4.006168083848877237151953E-01
3 6 3P3 4G1 -2.817180849095055061859227E-01
3 6 3P3 4G2 1.064794274999899814648785E-01
3 6 3P3 4G3 1.643834537873649082051486E-01
3 6 3P3 4G4 -1.924500897298752621900064E-01
3 6 3P3 2D1 1.579345138264476033906902E-01
3 6 3P3 2D2 3.505340920079870747905204E-01
3 6 3P3 2D3 0.000000000000000000000000E+00
3 6 3P3 2D4 8.220333753463508752457045E-02
3 6 3P3 2D5 -1.936957343826588295865321E-01
3 6 3P3 2F2 -1.613743060919756999727070E-01
3 6 3P3 2F4 -3.784369867451847779804552E-02
3 6 3P3 2F5 -1.416394309331329148804457E-01
3 6 3P3 2F6 8.206099398622182516938039E-02
3 6 3P3 2F7 -2.453266907313290667858041E-01
3 6 3P3 2G1 1.505846504842085487041459E-01
3 6 3P3 2G2 3.698627710215710573393721E-01
3 6 3P3 2G3 0.000000000000000000000000E+00
3 6 3P3 2G4 8.673608331108886848603845E-02
3 6 3P3 2G5 -6.804138174397716953833992E-02
3 6 3P3 2G6 -2.781743201320934222309234E-01
3 6 3P4 4D2 -3.011693009684170974082917E-01
3 6 3P4 4D3 3.398209676895536796026320E-02
3 6 3P4 4F2 -4.969039949999532468360997E-01
3 6 3P4 4F3 -5.319039487535211913060706E-02
3 6 3P4 4G2 3.158690276528952067813805E-01
3 6 3P4 4G3 -5.541365096733706641085604E-02
3 6 3P4 2D3 -3.194382824999699721502111E-01
3 6 3P4 2D4 2.254117291443470116885095E-01
3 6 3P4 2F3 -1.756820922315766309029783E-01
3 6 3P4 2F4 -3.528251645047713047631532E-01
3 6 3P4 2G3 3.350296971302449966501058E-01
3 6 3P4 2G4 -3.675725770447432205756400E-01
3 6 3P5 4D2 0.000000000000000000000000E+00
3 6 3P5 4D3 -3.855678298825372940505929E-01
3 6 3P5 4F3 1.775026806729705086684845E-01
3 6 3P5 4F4 -2.832788618662658297608914E-01
3 6 3P5 4G2 0.000000000000000000000000E+00
3 6 3P5 4G3 -4.068282921076891711642531E-01
3 6 3P5 4G4 -1.360827634879543390766798E-01
3 6 3P5 2D3 -2.233531314201633033444949E-01
3 6 3P5 2D4 -1.660758211625917857290347E-01
3 6 3P5 2D5 6.848178363444318295094604E-02
3 6 3P5 2F4 7.645581702266393553379942E-02
3 6 3P5 2F5 -5.508481115292205299027728E-01
3 6 3P5 2F6 -2.901294265928297186341034E-02
3 6 3P5 2F7 8.673608331108886848603845E-02
3 6 3P5 2G3 -2.129588549999799629297570E-01
3 6 3P5 2G4 -1.752333505223779008819207E-01
3 6 3P5 2G5 -2.646188733785784785723649E-01
3 6 3P5 2G6 9.834947405868038616816307E-02
3 6 3P6 4D3 -2.453266907313290667858041E-01
3 6 3P6 4F3 -2.742835785851597263373947E-01
3 6 3P6 4F4 2.357022603955158390753866E-01
3 6 3P6 4G3 1.128338667310549991995572E-01
3 6 3P6 4G4 -4.906533814626581335716082E-01
3 6 3P6 2D4 1.479375607664324132617395E-01
3 6 3P6 2D5 -3.608751587888535117265576E-01
3 6 3P6 2F4 1.653992211496243813773077E-01
3 6 3P6 2F5 -4.166666666666666435370203E-02
3 6 3P6 2F6 -5.230382620507065816184422E-01
3 6 3P6 2F7 -1.683938285136408474773617E-01
3 6 3P6 2G4 -6.804138174397716953833992E-02
3 6 3P6 2G5 8.673608331108886848603845E-02
3 6 3P6 2G6 2.454951265154914352706328E-01
3 6 3D1 4P1 1.304101327393252796049694E-01
3 6 3D1 4P2 -8.650429583135690880801860E-02
3 6 3D1 4D1 8.247860988423225125920624E-02
3 6 3D1 4D2 1.766525778100890842203796E-01
3 6 3D1 4D3 -1.266293229182740565086362E-01
3 6 3D1 4F1 -3.818813079129866894234624E-01
3 6 3D1 4F2 -1.643355495305448832343842E-01
3 6 3D1 4F3 -1.206244774092909838314469E-01
3 6 3D1 4F4 -1.122952771798348819975999E-01
3 6 3D1 4G1 -1.184508853698357094819116E-01
3 6 3D1 4G2 -2.536979499756225608919635E-01
3 6 3D1 4G3 -2.513326966246417007444514E-02
3 6 3D1 4G4 1.618347187425374089642105E-01
3 6 3D1 4H1 1.177174363031057574557892E-01
3 6 3D1 4H2 1.588095039781683981416904E-01
3 6 3D1 4H3 -1.470290308178972826791409E-01
3 6 3D1 2P1 -2.474358296526967537776187E-01
3 6 3D1 2P2 1.166423687039608581006433E-01
3 6 3D1 2P3 0.000000000000000000000000E+00
3 6 3D1 2D1 -1.763466856709621777277164E-01
3 6 3D1 2D2 -1.899439843774110570073788E-01
3 6 3D1 2D3 -1.175644571139747851518109E-01
3 6 3D1 2D4 2.099909757883334504580120E-01
3 6 3D1 2F2 -1.809367161139364688082765E-01
3 6 3D1 2F3 0.000000000000000000000000E+00
3 6 3D1 2F4 2.000330660496596746344977E-01
3 6 3D1 2F5 0.000000000000000000000000E+00
3 6 3D1 2G1 2.532586458365481130172725E-01
3 6 3D1 2G2 -3.769990449369625684639118E-02
3 6 3D1 2G3 1.688390972243654086781817E-01
3 6 3D1 2G4 4.167881261260798081424994E-02
3 6 3D1 2G5 0.000000000000000000000000E+00
3 6 3D1 2H1 -2.233531314201633033444949E-01
3 6 3D1 2H2 2.382142559672525972125356E-01
3 6 3D1 2H3 1.052896758842984115123187E-01
3 6 3D1 2H4 -2.633557689190189066152925E-01
3 6 3D1 2H5 0.000000000000000000000000E+00
3 6 3D2 4P1 -1.177174363031057574557892E-01
3 6 3D2 4P2 -1.206766844999886539868683E-01
3 6 3D2 4D1 -3.350296971302449966501058E-01
3 6 3D2 4D2 -1.266293229182740565086362E-01
3 6 3D2 4D3 -1.039132810647582783047937E-01
3 6 3D2 4F3 -2.375655483665994605058103E-01
3 6 3D2 4F4 1.658711171760397506957929E-01
3 6 3D2 4G1 -2.332847374079217162012867E-01
3 6 3D2 4G2 -8.817334283548108886385819E-02
3 6 3D2 4G3 1.814965759750496177016288E-01
3 6 3D2 4G4 1.328031788149326153369856E-01
3 6 3D2 4H1 1.304101327393252796049694E-01
3 6 3D2 4H2 -2.345771835163322771578009E-01
3 6 3D2 4H3 9.049011310310618727559273E-02
3 6 3D2 2P1 -1.675148485651224983250529E-01
3 6 3D2 2P2 -1.316120948553730143903984E-02
3 6 3D2 2P3 1.493297783968401404308679E-01
3 6 3D2 2P4 9.501461875826150427215566E-02
3 6 3D2 2D1 -2.238511323314316958654757E-01
3 6 3D2 2D2 1.169024411978530630928930E-01
3 6 3D2 2D3 -4.477022646628633917309514E-02
3 6 3D2 2D4 -1.958189568332645638659706E-02
3 6 3D2 2D5 -1.281176857976345784262406E-01
3 6 3D2 2F2 2.672612419124243965384835E-01
3 6 3D2 2F4 -4.476794244585446252981953E-02
3 6 3D2 2F5 -2.052550355767907286352880E-01
3 6 3D2 2F6 7.927845200140841430691552E-02
3 6 3D2 2F7 1.185040500427863435772835E-01
3 6 3D2 2G1 -1.558699215971374174571906E-01
3 6 3D2 2G2 -2.041836479719308095059915E-01
3 6 3D2 2G3 -3.117398431942748279754873E-02
3 6 3D2 2G4 3.420204791156089552117692E-02
3 6 3D2 2G5 -1.643355495305448832343842E-01
3 6 3D2 2G6 -1.343709624716424855250807E-01
3 6 3D2 2H1 1.855768722395225722721079E-01
3 6 3D2 2H2 2.638993314558737979247383E-01
3 6 3D2 2H3 1.458029608799510726258042E-02
3 6 3D2 2H4 -4.420480125579634433918841E-02
3 6 3D2 2H5 -1.119758020597020758968299E-01
3 6 3D2 2H6 1.958776545590526496631867E-01
3 6 3D2 2H7 -8.474188379241323620938431E-02
3 6 3D3 4P1 3.688555567816587665852524E-01
3 6 3D3 4P2 0.000000000000000000000000E+00
3 6 3D3 4D2 -2.351289142279495703036218E-01
3 6 3D3 4D3 -8.954045293257267834619029E-02
3 6 3D3 4F2 0.000000000000000000000000E+00
3 6 3D3 4F3 -8.529438595319316362974860E-02
3 6 3D3 4F4 0.000000000000000000000000E+00
3 6 3D3 4G2 3.376781944487308173563633E-01
3 6 3D3 4G3 -1.777190541171854570867694E-02
3 6 3D3 4G4 0.000000000000000000000000E+00
3 6 3D3 4H1 3.329551898952862187819335E-01
3 6 3D3 4H2 1.122952771798348819975999E-01
3 6 3D3 4H3 0.000000000000000000000000E+00
3 6 3D3 2P2 2.474358296526967537776187E-01
3 6 3D3 2P3 1.730085916627138176160372E-01
3 6 3D3 2D3 1.454785934906615840755961E-01
3 6 3D3 2D4 0.000000000000000000000000E+00
3 6 3D3 2F3 3.286710990610897664687684E-01
3 6 3D3 2F4 0.000000000000000000000000E+00
3 6 3D3 2F5 2.245905543596697639951998E-01
3 6 3D3 2G3 -2.089277235093362494744440E-01
3 6 3D3 2G4 0.000000000000000000000000E+00
3 6 3D3 2G5 -3.236694374850748179284210E-01
3 6 3D3 2H3 2.233531314201633033444949E-01
3 6 3D3 2H4 0.000000000000000000000000E+00
3 6 3D3 2H5 2.940580616357945653582817E-01
3 6 3D4 4P1 1.952122837499816465633984E-01
3 6 3D4 4P2 -1.273488629097234980935838E-01
3 6 3D4 4D2 4.199819515766669009160239E-01
3 6 3D4 4D3 -3.916379136665291277319412E-02
3 6 3D4 4F3 -8.953588489170892505963906E-02
3 6 3D4 4F4 1.750420824822723486757781E-01
3 6 3D4 4G2 2.924378946966622594416663E-01
3 6 3D4 4G3 6.840409582312179104235383E-02
3 6 3D4 4G4 1.401458275304202916178298E-01
3 6 3D4 4H1 -2.162607395783922581422587E-01
3 6 3D4 4H2 -8.840960251159268867837682E-02
3 6 3D4 4H3 9.549328485449008752095068E-02
3 6 3D4 2P2 -1.746031746031745934821799E-01
3 6 3D4 2P3 1.286417779140878459021025E-01
3 6 3D4 2P4 -1.145919418253881078006984E-01
3 6 3D4 2D3 0.000000000000000000000000E+00
3 6 3D4 2D4 -1.322532668096923491596328E-01
3 6 3D4 2D5 1.545157428361449980513953E-01
3 6 3D4 2F4 -3.023561524665810962275714E-01
3 6 3D4 2F5 -1.768192050231853773567536E-01
3 6 3D4 2F6 -9.561341063595339695435626E-02
3 6 3D4 2F7 -1.429212618652443977929067E-01
3 6 3D4 2G3 0.000000000000000000000000E+00
3 6 3D4 2G4 2.309956421500631296161998E-01
3 6 3D4 2G5 -1.415686642882293122536197E-01
3 6 3D4 2G6 1.620574782681325765043567E-01
3 6 3D4 2H3 1.934294858246657367040200E-01
3 6 3D4 2H4 -2.985527790207865295180056E-01
3 6 3D4 2H5 -9.646278468341225320603627E-02
3 6 3D4 2H6 -2.362373399953546782015223E-01
3 6 3D4 2H7 1.022025572972124346504685E-01
3 6 3D5 4P2 3.000721413981811691584767E-01
3 6 3D5 4D3 -2.562353715952691568524813E-01
3 6 3D5 4F3 1.046076524101413052214582E-01
3 6 3D5 4F4 3.146266024828462959384012E-01
3 6 3D5 4G3 -2.151657414559676184673265E-01
3 6 3D5 4G4 9.356392870229826574934862E-02
3 6 3D5 4H2 -1.589104315409320400398485E-01
3 6 3D5 4H3 -3.138612727127998436316147E-01
3 6 3D5 2P3 -5.304576150695561320702609E-02
3 6 3D5 2P4 2.795326960098373225704904E-01
3 6 3D5 2D4 1.545157428361449980513953E-01
3 6 3D5 2D5 5.951397006436155712183478E-02
3 6 3D5 2F4 -6.308078786261007986357896E-02
3 6 3D5 2F5 -5.561865103932622095284088E-02
3 6 3D5 2F6 -1.994789662437525257221438E-02
3 6 3D5 2F7 -4.082740629010254140851544E-01
3 6 3D5 2G4 1.297498240269205072028313E-01
3 6 3D5 2G5 -1.653992211496244091328833E-02
3 6 3D5 2G6 -3.381017162966946099089682E-01
3 6 3D5 2H4 9.582659576267815726424715E-02
3 6 3D5 2H5 5.548335857176527052825321E-02
3 6 3D5 2H6 -2.022004967477599446379344E-01
3 6 3D5 2H7 -2.974228659461708446087869E-01
3 6 3F1 4S1 1.951800145897066296463152E-01
3 6 3F1 4D1 -2.057377999494558740156691E-01
3 6 3F1 4F1 4.216370213557839030649177E-01
3 6 3F1 4G1 -2.760262237369416893351115E-01
3 6 3F1 4I1 -3.317422343520795013915858E-01
3 6 3F1 2P1 -1.690308509457033037115536E-01
3 6 3F1 2D1 1.924500897298752621900064E-01
3 6 3F1 2F1 4.714045207910316781507731E-01
3 6 3F1 2G1 2.581988897471610977518708E-01
3 6 3F1 2H1 -3.236694374850748179284210E-01
3 6 3F1 2I1 3.103164454170875830030241E-01
3 6 3F2 4S1 -3.585685828003181141454547E-01
3 6 3F2 4P1 1.818482418633269870333891E-01
3 6 3F2 4D1 1.049901313914520031844724E-02
3 6 3F2 4D2 1.388888888888888950567946E-01
3 6 3F2 4F1 1.936491673103708510694787E-01
3 6 3F2 4F2 -1.388888888888888950567946E-01
3 6 3F2 4G1 1.408590424547527704401961E-02
3 6 3F2 4G2 1.863389981249824745024313E-01
3 6 3F2 4H1 3.482128725155603787833059E-01
3 6 3F2 4I1 1.692915000611233330984895E-02
3 6 3F2 4I2 2.239516041194041517936597E-01
3 6 3F2 2P1 -2.070196678027062531235458E-01
3 6 3F2 2P2 -1.626500121580888580385960E-01
3 6 3F2 2D1 -1.571348402636772167983992E-01
3 6 3F2 2D3 0.000000000000000000000000E+00
3 6 3F2 2F3 -3.142696805273544335967983E-01
3 6 3F2 2G1 -2.108185106778919515324588E-01
3 6 3F2 2G3 0.000000000000000000000000E+00
3 6 3F2 2H1 -3.964124835860459161729352E-01
3 6 3F2 2H3 -3.114510614341045036113087E-01
3 6 3F2 2I1 -2.533723166886973077183143E-01
3 6 3F2 2I2 0.000000000000000000000000E+00
3 6 3F3 4P1 -1.557255307170522518056544E-01
3 6 3F3 4P2 -4.695301415158425334395176E-02
3 6 3F3 4D1 2.697245312375623482736842E-01
3 6 3F3 4D2 1.019462903068660969418957E-01
3 6 3F3 4D3 2.007795339789447131018107E-01
3 6 3F3 4F3 -2.222222222222222098864108E-01
3 6 3F3 4F4 0.000000000000000000000000E+00
3 6 3F3 4G1 1.315903389919537980201625E-01
3 6 3F3 4G2 4.973647313019938231981598E-02
3 6 3F3 4G3 2.559446904221761576181393E-01
3 6 3F3 4G4 -1.498221916584982493780842E-01
3 6 3F3 4H1 8.132500607904442901929798E-02
3 6 3F3 4H2 0.000000000000000000000000E+00
3 6 3F3 4H3 -1.692915000611233400373834E-01
3 6 3F3 4I1 -2.767658335115203427356789E-01
3 6 3F3 4I2 -1.046076524101413052214582E-01
3 6 3F3 4I3 -1.207905125565797710418536E-01
3 6 3F3 2P1 -2.216013151069795850123256E-01
3 6 3F3 2P2 -1.741064362577801963305468E-02
3 6 3F3 2P3 5.810139073153302441410162E-02
3 6 3F3 2P4 -8.978037576784736462087722E-02
3 6 3F3 2D1 1.802172829819935484518822E-01
3 6 3F3 2D2 -2.258769757263128230562188E-01
3 6 3F3 2D3 3.604345659639870969037645E-02
3 6 3F3 2D4 3.783581703355524961107648E-02
3 6 3F3 2D5 -4.420480125579634433918841E-02
3 6 3F3 2F2 2.500000000000000000000000E-01
3 6 3F3 2F4 -4.187657563580050174012470E-02
3 6 3F3 2F5 0.000000000000000000000000E+00
3 6 3F3 2F6 -1.589104315409320400398485E-01
3 6 3F3 2F7 0.000000000000000000000000E+00
3 6 3F3 2G1 8.792249355666623134020199E-02
3 6 3F3 2G2 -2.879377767249481911981945E-01
3 6 3F3 2G3 1.758449871133324626804040E-02
3 6 3F3 2G4 4.823139234170612660301813E-02
3 6 3F3 2G5 1.853955034644207411353989E-01
3 6 3F3 2G6 -1.082792072578420972117641E-01
3 6 3F3 2H1 1.157275124715689273990904E-01
3 6 3F3 2H2 0.000000000000000000000000E+00
3 6 3F3 2H3 9.092412093166349004724758E-03
3 6 3F3 2H4 0.000000000000000000000000E+00
3 6 3F3 2H5 2.094875434583104989449964E-01
3 6 3F3 2H6 -8.725084203390877368722300E-02
3 6 3F3 2H7 -8.304347738264859779544480E-02
3 6 3F3 2I1 -1.849219509580405373938561E-01
3 6 3F3 2I2 -3.698439019160810331543487E-02
3 6 3F3 2I3 1.494706334305736517009677E-01
3 6 3F3 2I4 3.698439019160810331543487E-02
3 6 3F3 2I5 2.156542000674552261862971E-01
3 6 3F4 4P2 -2.622652641564810482854853E-01
3 6 3F4 4D1 -2.510998733262916893238526E-01
3 6 3F4 4D2 9.490683129445554033765120E-02
3 6 3F4 4D3 -1.401866804179023318077668E-01
3 6 3F4 4F3 0.000000000000000000000000E+00
3 6 3F4 4F4 1.111111111111111049432054E-01
3 6 3F4 4G1 3.062598468540951301974928E-01
3 6 3F4 4G2 -1.157553416200946955205708E-01
3 6 3F4 4G3 1.099714798456429970530124E-01
3 6 3F4 4G4 -2.092153048202826104429164E-01
3 6 3F4 4H2 1.571348402636772167983992E-01
3 6 3F4 4H3 7.273929674533079203779806E-02
3 6 3F4 4I1 -9.909806500176052135309135E-02
3 6 3F4 4I2 3.745554791462456234452105E-02
3 6 3F4 4I3 2.594996480538410144056627E-01
3 6 3F4 2P3 -9.272477337736446945104518E-02
3 6 3F4 2P4 7.715167498104595622532287E-02
3 6 3F4 2D1 1.342185279784743057174268E-01
3 6 3F4 2D2 -3.154200309402802604452631E-01
3 6 3F4 2D3 0.000000000000000000000000E+00
3 6 3F4 2D4 -7.396878038321620663086975E-02
3 6 3F4 2D5 -1.329540058695776183483872E-01
3 6 3F4 2F2 0.000000000000000000000000E+00
3 6 3F4 2F4 0.000000000000000000000000E+00
3 6 3F4 2F5 3.928371006591930419959979E-02
3 6 3F4 2F6 0.000000000000000000000000E+00
3 6 3F4 2F7 -2.041241452319315086150198E-01
3 6 3F4 2G1 -1.637027740362687056041580E-01
3 6 3F4 2G2 2.474358296526967537776187E-01
3 6 3F4 2G3 0.000000000000000000000000E+00
3 6 3F4 2G4 5.802588531856594372682068E-02
3 6 3F4 2G5 -7.396878038321620663086975E-02
3 6 3F4 2G6 1.628347368197324007699223E-01
3 6 3F4 2H2 3.535533905932737863686555E-01
3 6 3F4 2H4 8.291138969384850843091783E-02
3 6 3F4 2H5 2.571722499368198425195864E-02
3 6 3F4 2H6 7.497795090353644165137581E-02
3 6 3F4 2H7 -1.621872800336506270646453E-01
3 6 3F4 2I1 5.297014384697735361884341E-02
3 6 3F4 2I2 0.000000000000000000000000E+00
3 6 3F4 2I3 9.174698042719671431388662E-02
3 6 3F4 2I4 -2.224746041573048838113635E-01
3 6 3F4 2I5 9.265990819042821402540255E-02
3 6 3F5 4P1 -1.028688999747279370078346E-01
3 6 3F5 4D2 0.000000000000000000000000E+00
3 6 3F5 4F2 -6.285393610547088671935967E-01
3 6 3F5 4G2 0.000000000000000000000000E+00
3 6 3F5 4H1 -1.969789467617596157023030E-01
3 6 3F5 4I2 0.000000000000000000000000E+00
3 6 3F5 2P2 -1.150109265570590372229631E-01
3 6 3F5 2D3 -2.777777777777777901135892E-01
3 6 3F5 2F3 2.777777777777777901135892E-01
3 6 3F5 2G3 -3.726779962499649490048625E-01
3 6 3F5 2H3 -2.202291575478033114343646E-01
3 6 3F5 2I2 -4.479032082388083035873194E-01
3 6 3F6 4P1 2.582415778337133760444999E-01
3 6 3F6 4P2 -4.954903250088026067654567E-02
3 6 3F6 4D2 -3.381175937165205036549764E-01
3 6 3F6 4D3 7.567163406711049922215295E-02
3 6 3F6 4F3 -8.375315127160100348024940E-02
3 6 3F6 4F4 0.000000000000000000000000E+00
3 6 3F6 4G2 -1.649572197684645025184125E-01
3 6 3F6 4G3 9.646278468341225320603627E-02
3 6 3F6 4G4 -1.581058165908942325650344E-01
3 6 3F6 4H1 -1.348622656187811741368421E-01
3 6 3F6 4H2 0.000000000000000000000000E+00
3 6 3F6 4H3 -1.786515773315554833633456E-01
3 6 3F6 4I2 3.469443332443554739441538E-01
3 6 3F6 4I3 -1.274689844861006393639258E-01
3 6 3F6 2P2 -2.309782890611944139447331E-01
3 6 3F6 2P3 5.005208126086438391588729E-02
3 6 3F6 2P4 1.082792072578420972117641E-01
3 6 3F6 2D3 0.000000000000000000000000E+00
3 6 3F6 2D4 2.555375887004751045417095E-01
3 6 3F6 2D5 5.331299625371187927980188E-02
3 6 3F6 2F4 -2.828282828282828176291730E-01
3 6 3F6 2F5 0.000000000000000000000000E+00
3 6 3F6 2F6 1.916531915253563145284943E-01
3 6 3F6 2F7 0.000000000000000000000000E+00
3 6 3F6 2G3 0.000000000000000000000000E+00
3 6 3F6 2G4 3.257477878100424328877693E-01
3 6 3F6 2G5 1.597109929377969472774623E-01
3 6 3F6 2G6 1.305896374805052551071327E-01
3 6 3F6 2H3 1.206244774092909838314469E-01
3 6 3F6 2H4 0.000000000000000000000000E+00
3 6 3F6 2H5 1.804653454297368286862735E-01
3 6 3F6 2H6 1.052284747887435589763783E-01
3 6 3F6 2H7 1.001542020962219309287988E-01
3 6 3F6 2I2 0.000000000000000000000000E+00
3 6 3F6 2I3 1.287631190301208317094961E-01
3 6 3F6 2I4 -4.460485286024164913731838E-02
3 6 3F6 2I5 -2.600887513047218657646908E-01
3 6 3F7 4P2 -1.854495467547289389020904E-01
3 6 3F7 4D2 0.000000000000000000000000E+00
3 6 3F7 4D3 3.469443332443554739441538E-01
3 6 3F7 4F3 0.000000000000000000000000E+00
3 6 3F7 4F4 7.856742013183860839919959E-02
3 6 3F7 4G2 0.000000000000000000000000E+00
3 6 3F7 4G3 -2.721655269759086781533597E-01
3 6 3F7 4G4 -1.479375607664324132617395E-01
3 6 3F7 4H2 -3.888888888888888950567946E-01
3 6 3F7 4H3 5.143444998736396850391728E-02
3 6 3F7 4I2 0.000000000000000000000000E+00
3 6 3F7 4I3 1.834939608543934286277732E-01
3 6 3F7 2P3 -3.606147382151614344536483E-01
3 6 3F7 2P4 -2.727723627949904874889775E-02
3 6 3F7 2D3 -1.898136625889110806753024E-01
3 6 3F7 2D4 1.494395034430590074592260E-01
3 6 3F7 2D5 4.700633956814718322769764E-02
3 6 3F7 2F4 0.000000000000000000000000E+00
3 6 3F7 2F5 1.527777777777777901135892E-01
3 6 3F7 2F6 0.000000000000000000000000E+00
3 6 3F7 2F7 7.216878364870321638235851E-02
3 6 3F7 2G3 2.315106832401893910411417E-01
3 6 3F7 2G4 -1.172299914088883177054612E-01
3 6 3F7 2G5 -2.876710441278885754812222E-01
3 6 3F7 2G6 -5.757077330897978489909761E-02
3 6 3F7 2H4 -1.675063025432020069604988E-01
3 6 3F7 2H5 1.000165330248298373172489E-01
3 6 3F7 2H6 -2.650870876168132453387649E-02
3 6 3F7 2H7 5.734186276699794471145566E-02
3 6 3F7 2I2 -7.491109582924912468904211E-02
3 6 3F7 2I3 3.568120160740313462355289E-01
3 6 3F7 2I4 7.865665062071157398460031E-02
3 6 3F7 2I5 -3.276022471278735442856700E-02
3 6 3F8 4P2 1.074430618700507045204517E-01
3 6 3F8 4D3 -1.340050420345616222217444E-01
3 6 3F8 4F3 -3.178208630818640800796970E-01
3 6 3F8 4F4 0.000000000000000000000000E+00
3 6 3F8 4G3 -1.708235810635127527312704E-01
3 6 3F8 4G4 -2.856997095703222577789404E-01
3 6 3F8 4H2 0.000000000000000000000000E+00
3 6 3F8 4H3 3.873914687653176591730642E-01
3 6 3F8 4I3 -2.303384697169975625641314E-01
3 6 3F8 2P3 -1.899342940993965778151420E-02
3 6 3F8 2P4 -3.424089181722159147547302E-01
3 6 3F8 2D4 8.080808080808081494961215E-02
3 6 3F8 2D5 1.685904970497535682039114E-02
3 6 3F8 2F4 1.916531915253563145284943E-01
3 6 3F8 2F5 0.000000000000000000000000E+00
3 6 3F8 2F6 3.939393939393939225723784E-01
3 6 3F8 2F7 0.000000000000000000000000E+00
3 6 3F8 2G4 1.030104952240966653675969E-01
3 6 3F8 2G5 5.050505050505050413933716E-02
3 6 3F8 2G6 4.129606932540889896454672E-02
3 6 3F8 2H4 0.000000000000000000000000E+00
3 6 3F8 2H5 -6.848178363444318295094604E-02
3 6 3F8 2H6 -3.327616550380352866689293E-01
3 6 3F8 2H7 -3.167153958608716624034685E-01
3 6 3F8 2I3 4.071847347625530411097117E-02
3 6 3F8 2I4 -1.410529297350398073018773E-02
3 6 3F8 2I5 -8.224728479120113622258259E-02
3 6 3F9 4P2 -3.212080372198105049363903E-01
3 6 3F9 4D3 -2.003084041924438618575977E-01
3 6 3F9 4F3 0.000000000000000000000000E+00
3 6 3F9 4F4 -4.082482904638630172300395E-01
3 6 3F9 4G3 1.571348402636772167983992E-01
3 6 3F9 4G4 8.541179053175637636563522E-02
3 6 3F9 4H2 -2.886751345948128655294340E-01
3 6 3F9 4H3 8.908708063747479422023190E-02
3 6 3F9 4I3 -1.059402876939547072376868E-01
3 6 3F9 2P3 5.678209532243724128042217E-02
3 6 3F9 2P4 -1.102396379610246085478664E-01
3 6 3F9 2D4 1.207905125565797710418536E-01
3 6 3F9 2D5 3.450545613560996316415697E-01
3 6 3F9 2F4 0.000000000000000000000000E+00
