"E","{1, 0, 0}","{0, 1, 0}","{0, 0, 1}"
"Subscript[""C"", ""2""]","{-1, 0, 0}","{0, -1, 0}","{0, 0, 1}"
"inv","{-1, 0, 0}","{0, -1, 0}","{0, 0, -1}"
"Subscript[""σ"", ""h""]","{1, 0, 0}","{0, 1, 0}","{0, 0, -1}"
