"E","{1, 0, 0}","{0, 1, 0}","{0, 0, 1}"
"Subscript[""S"", ""4""]","{0, -1, 0}","{1, 0, 0}","{0, 0, -1}"
"Subscript[""C"", ""2""]","{-1, 0, 0}","{0, -1, 0}","{0, 0, 1}"
"Subsuperscript[""S"", ""4"", ""3""]","{0, 1, 0}","{-1, 0, 0}","{0, 0, -1}"
